number,Book Title,Author,Grade,School,,,,
1587,정범기 추락사건,정은숙 저,3학년,중학교,,,,
1588,"지리 선생님, 스크린에 풍덩!",전국사회과교과연구회 저,3학년,중학교,,,,
1589,벨리퉁 섬의 무지개 학교 1,안드레아 히라타 저/김선희 역,3학년,중학교,,,,
1590,벨리퉁 섬의 무지개 학교 2,안드레아 히라타 저/김선희 역,3학년,중학교,,,,
1591,까막딱따구리 숲,김성호 저,3학년,중학교,,,,
1592,달려라 배달 민족,양호문 저,3학년,중학교,,,,
1593,한 권으로 만나는 고구려 답사 길잡이,윤명철 저,3학년,중학교,,,,
1594,사라진 조각,황선미 저,3학년,중학교,,,,
1595,느낀다는 것,채운 글/정지혜 그림,3학년,중학교,,,,
1596,발길 따라 배우는 우리 근현대사,김광일 저,3학년,중학교,,,,
1597,세계지도 지리 이야기,디딤 저/서영철 그림,3학년,중학교,,,,
1598,생각을 발견하는 토론학교 철학,"최훈,박의준 공저",3학년,중학교,,,,
1599,"클릭, 에린의 비밀 블로그",데니즈 베가 저/최지현 역,3학년,중학교,,,,
1600,나는 무슨 일 하며 살아야 할까?,"이철수,박현희,송승훈,배경내,하종강 공저",3학년,중학교,,,,
1601,사춘기 국어교과서,"김보일,고흥준 공저/마정원 그림",3학년,중학교,,,,
1602,중국 민화집,브리오 출판사 편집부 편/레나타 푸치코바 그림/류재화 역,3학년,중학교,,,,
1603,내 생애 가장 용감했던 17일,한국로체청소년원정대 저/정훈이 그림,3학년,중학교,,,,
1604,우주에 남은 마지막 책,로드먼 필브릭 저/김희정 역,3학년,중학교,,,,
1605,도미노 구라파식 이층집,박선희 저,3학년,중학교,,,,
1606,경계에서 길을 묻다,"매리 호프먼,리애넌 래시터 편저/신상호,김화경 공역",3학년,중학교,,,,
1607,날짜 변경선,전삼혜 저,3학년,중학교,,,,
1608,엄마의 팬클럽,정란희 저,3학년,중학교,,,,
1609,수냐의 수학카페 1,김용관 저,3학년,중학교,,,,
1610,고통으로 그린 희망의 얼굴 프리다 칼로,염명순 저,3학년,중학교,,,,
1611,나는 한 번이라도 뜨거웠을까?,베벌리 나이두 저/고은옥 역,3학년,중학교,,,,
1612,국어 원리 교과서,"류대성,서덕희 공저",3학년,중학교,,,,
1613,시크릿 스페이스,서울과학교사모임 저,3학년,중학교,,,,
1614,미래를 여는 건축,안젤라 로이스턴 저/이승복 편역,3학년,중학교,,,,
1615,5분 철학 오프너,줄리아 드 퓌네스 저/이나무 역,3학년,중학교,,,,
1616,주머니 속의 대중음악,윤호준 저,3학년,중학교,,,,
1617,말랑하고 쫀득한 경제 이야기,신태준 저/박종민 역/이토 미츠루 그림,3학년,중학교,,,,
1618,우주의 비밀,아이작 아시모프 저/이충호 역,3학년,중학교,,,,
1619,하루 10분 일주일 딸과 기후변화를 생각하다,장마르크 장코비시 저/안수연 역,3학년,중학교,,,,
1620,펄 벅을 좋아하나요?,안치 민 저/정윤희 역,3학년,중학교,,,,
1621,아무것도 묻지 마세요,마리나 부도스 저/김민석 역,3학년,중학교,,,,
1622,파랑 피,메리 E. 피어슨 저/황소연 역,3학년,중학교,,,,
1623,"그래, 지금은 조금 흔들려도 괜찮아",신현수 등저,3학년,중학교,,,,
1624,망고 한 조각,"마리아투 카마라,수전 맥클리랜드 공저/위문숙 역",3학년,중학교,,,,
1625,ID를 입력하세요: 엘리스 월드,선자은 저,3학년,중학교,,,,
1626,처음 읽는 미국사,전국역사교사모임 저,3학년,중학교,,,,
