number,Book Title,Author,Grade,School,,,,
803,샬롯의 거미줄,E.B화이트,5학년,초등학교,,,,
804,아빠와 나의 특별한 비밀,캐런 헤스,5학년,초등학교,,,,
805,아빠의 수첩,양태석,5학년,초등학교,,,,
806,어린이가 처음 배우는 인류의 역사,김성화,5학년,초등학교,,,,
807,어린이를 위한 꿈꾸는 다락방,이지성,5학년,초등학교,,,,
808,어린이를 위한 아름다운 영웅 김영옥,한우성,5학년,초등학교,,,,
809,옛날 사람들은 어떻게 살았을까,조은수,5학년,초등학교,,,,
810,우리가 살아가는데 꼭 필요한 에너지 이야기,프랑소와 미셀,5학년,초등학교,,,,
811,우리들의 일그러진 영웅,이문열,5학년,초등학교,,,,
812,자존심,김남중,5학년,초등학교,,,,
813,지구는 오늘도 바빠요,신현정,5학년,초등학교,,,,
814,지도 없이 떠나는 101일간의 수학의 세계,박영수,5학년,초등학교,,,,
815,차별을 이겨내는 힘 관심,지식채널,5학년,초등학교,,,,
816,퀴리 부인,김영자,5학년,초등학교,,,,
817,헨쇼 선생님께,비벌리 클리어리,5학년,초등학교,,,,
818,가랑비 가랑가랑 가랑파 가랑가랑,정완영,6학년,초등학교,,,,
819,간송 선생님이 다시 찾은 우리 문화유산 이야기,한상남,6학년,초등학교,,,,
820,"그 고래, 번개",류은,6학년,초등학교,,,,
821,나도 저작권이 있어요,김기태,6학년,초등학교,,,,
822,나비를 잡는 아버지,현덕,6학년,초등학교,,,,
823,너도 하늘말나리야,이금이,6학년,초등학교,,,,
824,느낌있는 그림 이야기,이주헌,6학년,초등학교,,,,
825,두 얼굴의 나라 미국 이야기,정범진,6학년,초등학교,,,,
826,둥글둥글 지구촌 인권 이야기,신재일,6학년,초등학교,,,,
827,레 미제라블,빅토르 위고,6학년,초등학교,,,,
828,말 힘 글 힘을 살리는 고사성어,장연,6학년,초등학교,,,,
829,바다 건너 불어온 향기,한아,6학년,초등학교,,,,
830,바리데기 : 야야 내 딸이야 내가 버린 내 딸이야,신동흔,6학년,초등학교,,,,
831,세상을 바꾼 아름다운 용기,박현주,6학년,초등학교,,,,
832,시애틀 추장,수잔 제퍼스,6학년,초등학교,,,,
833,아버지의 편지,정약용,6학년,초등학교,,,,
834,"아빠, 법이 뭐예요?",우리누리,6학년,초등학교,,,,
835,어린이를 위한 다윈의 비글호 항해기,펠리시아 로,6학년,초등학교,,,,
836,어린이를 위한 한국사 장면 77,박영수,6학년,초등학교,,,,
837,어쩌면 저기 저 나무에만 둥지를 틀었을까,이정환,6학년,초등학교,,,,
838,연어,안도현,6학년,초등학교,,,,
839,온양이,선안나,6학년,초등학교,,,,
840,장애를 넘어 인류애에 이른 헬렌 켈러,권태선,6학년,초등학교,,,,
841,전통 속에 살아 숨 쉬는 첨단 과학 이야기,윤용현,6학년,초등학교,,,,
842,행복한 청소부,모니카 페트,6학년,초등학교,,,,
843,최열 아저씨의 지구촌 환경 이야기,최열,6학년,초등학교,,,,
844,크리스마스 캐럴,찰스 디킨스,6학년,초등학교,,,,
845,홍길동전,정종목,6학년,초등학교,,,,
846,10원이 황금알을 낳는 경제이야기,김남길,6학년,초등학교,,,,
847,개가 남긴 한 마디,아지즈 네신,6학년,초등학교,,,,
848,고향을 지키는 아이들,박상규,6학년,초등학교,,,,
849,광고의 비밀,김현주,6학년,초등학교,,,,
850,교양 아줌마,오경임,6학년,초등학교,,,,
851,나는 통일이 좋아요,정혁,6학년,초등학교,,,,
852,나의 라임 오렌지나무,J.M. 바스콘셀로스,6학년,초등학교,,,,
853,내 가슴에 해마가 산다,김려령,6학년,초등학교,,,,
854,내 마음의 동시 6학년,김양순,6학년,초등학교,,,,
855,내가 채송화꽃처럼 조그마했을 때,이준관,6학년,초등학교,,,,
856,대화가 즐거워,김민화,6학년,초등학교,,,,
857,"몸, 그 생명의 신비",최달수,6학년,초등학교,,,,
858,문제아,박기범,6학년,초등학교,,,,
859,백만장자가 된 백설공주,로알드 달,6학년,초등학교,,,,
860,벽이,공진하,6학년,초등학교,,,,
861,보고 싶은 텔레비전 궁금한 방송국,장 엠마누엘 카잘타,6학년,초등학교,,,,
862,보이지 않는 이야기,이섶,6학년,초등학교,,,,
863,산과 달이 만나는 곳,그레이스 린,6학년,초등학교,,,,
864,생각 깨우기,이어령,6학년,초등학교,,,,
865,쉽게 읽는 백범일지,김구,6학년,초등학교,,,,
866,"아빠, 게임할 땐 왜 시간이 빨리가",이남석,6학년,초등학교,,,,
867,어린이 저작권 교실,임채영,6학년,초등학교,,,,
868,역사 논쟁,최영민,6학년,초등학교,,,,
869,자전거 도둑,박완서,6학년,초등학교,,,,
870,정휘창 선생님의 원숭이 꽃신,정휘창,6학년,초등학교,,,,
871,지구촌 곳곳에 너의 손길이 필요해,예영,6학년,초등학교,,,,
872,지도 없이 떠나는 101일간의 한국의 왕,박영수,6학년,초등학교,,,,
873,책만 보는 바보,안소영,6학년,초등학교,,,,
874,한국 대표 동시 100편,박두순,6학년,초등학교,,,,
875,할아버지 요강,임길택,6학년,초등학교,,,,
876,솔이의 추석이야기,이억배,1학년,초등학교,,,,
877,쿠키 한입의 인생수업,에이미 크루즈 로젠탈,1학년,초등학교,,,,
878,아기너구리네 봄맞이,권정생,1학년,초등학교,,,,
879,이웃사촌,클로드부종,1학년,초등학교,,,,
880,요셉의 작고 낡은 오버코트가,심스태벡,1학년,초등학교,,,,
881,"안녕, 태극기",박윤규,1학년,초등학교,,,,
882,머리가 좋아지는 그림책(상상력편),우리누리,1학년,초등학교,,,,
883,왕할머니는 100살,이규희,1학년,초등학교,,,,
884,생각한다는 건 뭘까?,채인선,1학년,초등학교,,,,
885,달님의 모자,다가기 상고,1학년,초등학교,,,,
886,바람의 보물찾기,강현호,1학년,초등학교,,,,
887,황소 아저씨,권정생,1학년,초등학교,,,,
888,책이 꼼지락 꼼지락,김성범,1학년,초등학교,,,,
889,둘이서 둘이서,김복태,1학년,초등학교,,,,
890,두껍아 두껍아,임석재,1학년,초등학교,,,,
891,오리야? 토끼야?,크루즈 로젠탈,1학년,초등학교,,,,
892,엄마 고마워요,정해왕,1학년,초등학교,,,,
893,난 자전거를 탈 수 있어,아스트리드 린드그랜,1학년,초등학교,,,,
894,또박 또박 반갑게 인사해요,안미연,1학년,초등학교,,,,
895,고양이는 나만 따라해,권윤덕,1학년,초등학교,,,,
896,알사탕,백희나,1학년,초등학교,,,,
897,종이 한 장,박정선,1학년,초등학교,,,,
898,영이의 그림일기,황영,1학년,초등학교,,,,
899,감기 걸린날,김동수,1학년,초등학교,,,,
900,내 마음을 보여줄까?,윤진현,1학년,초등학교,,,,
901,먼지깨비,이연실,1학년,초등학교,,,,
902,밥먹을 때 똥 얘기 하지마,허은순,1학년,초등학교,,,,
903,난 뭐든지 할 수 있어,아스트리드 린드그랜,1학년,초등학교,,,,
904,별을 삼킨괴물,민트래빗플래닝,1학년,초등학교,,,,
905,901호 띵똥 아저씨,이욱재,1학년,초등학교,,,,
906,말하면 힘이 세지는 말,미야니시 다츠야,1학년,초등학교,,,,
907,마음의 집,김희경,1학년,초등학교,,,,
908,나무는 숲을 기억해요,로시오 마르티네스,1학년,초등학교,,,,
909,생각을 모으는 사람,모니카 페트,1학년,초등학교,,,,
910,숨쉬는 항아리,정병락,1학년,초등학교,,,,
911,안전을 책임지는 책,채인선,1학년,초등학교,,,,
912,소금을 만드는 맷돌,홍윤희,1학년,초등학교,,,,
913,터널,앤서니 브라운,1학년,초등학교,,,,
914,선인장 호텔,브렌다 기버슨,1학년,초등학교,,,,
915,만희네 집,권윤덕,1학년,초등학교,,,,
916,괴물들이 사는 나라,모리스 샌닥,1학년,초등학교,,,,
917,나무가 된 꼬마 씨앗,크리스티나 발렌티니,1학년,초등학교,,,,
918,나무꾼과 선녀,오정희,1학년,초등학교,,,,
919,도깨비를 빨아버린 우리 엄마,사토 와키코,1학년,초등학교,,,,
920,두고보자 커다란 나무,사노 요코,1학년,초등학교,,,,
921,뜨고 지고!,박남일,1학년,초등학교,,,,
922,가족은 꼬옥 안아 주는 거야,박윤경,1학년,초등학교,,,,
923,개구리와 두꺼비는 친구,아놀드로벨,1학년,초등학교,,,,
924,괴물 예절 배우기,조안나 코울,1학년,초등학교,,,,
925,말놀이 동요집,최승호,1학년,초등학교,,,,
926,무지개 물고기,마르쿠스 피스터,1학년,초등학교,,,,
927,바람이 좋아요,최내경,1학년,초등학교,,,,
928,"빨간 부채, 파란 부채",이상교,1학년,초등학교,,,,
929,왕가리 마타이,프랑크프레보,1학년,초등학교,,,,
930,세상에서 제일 힘센 수탉,이호백,1학년,초등학교,,,,
931,손큰 할머니의 만두 만들기,채인선,1학년,초등학교,,,,
932,수박씨(시),최명란,1학년,초등학교,,,,
933,강아지똥,권정생,1학년,초등학교,,,,
934,어느날 빔보가,마르틴 아우어,1학년,초등학교,,,,
935,열두띠 이야기,정하섭,1학년,초등학교,,,,
936,요렇게 해봐요,김시영,1학년,초등학교,,,,
937,한글 우리말을 담는 그릇,박동화,1학년,초등학교,,,,
938,우리와 함께 살아가는 곤충이야기,한영식,1학년,초등학교,,,,
939,짧은 귀 토끼,다원 시,1학년,초등학교,,,,
940,책먹는 여우,플란체스카비어만,1학년,초등학교,,,,
941,청개구리,이금옥,1학년,초등학교,,,,
942,틀려도 괜찮아,마키타신지,1학년,초등학교,,,,
943,햇빛과 바람이 정겨운 집 우리 한옥,김경화,1학년,초등학교,,,,
944,새들은 왜 깃털이 있을까?,멜리사 스튜어트 글,2학년,초등학교,,,,
945,수학식당 1,김희남 글,2학년,초등학교,,,,
946,수학식당 2,김희남 글,2학년,초등학교,,,,
947,수학식당3,김희남 글,2학년,초등학교,,,,
948,우리마을이 사막으로 변해가요,유다정 글,2학년,초등학교,,,,
949,내 똥은 어디로 갔을까?,마이크 골드스미스,2학년,초등학교,,,,
950,플라스틱 섬,이명애 지음,2학년,초등학교,,,,
951,내 눈이 최고야!,하다카 도시타카,2학년,초등학교,,,,
952,우주 최고 만화가가 되겠어,김홍모 글·그림,2학년,초등학교,,,,
953,마음을 배달 해 드립니다,박현숙,2학년,초등학교,,,,
954,누가 가장 힘셀까?,퍼트리샤 토마,2학년,초등학교,,,,
955,우리 엄마는 외국인,줄리안 무어,2학년,초등학교,,,,
956,멋지다! 얀별 가족,이종은,2학년,초등학교,,,,
957,난 엄마의 로봇,황복실,2학년,초등학교,,,,
958,너는 지금 어디에 있니 - Here I am,패티 김,2학년,초등학교,,,,
959,어치와 참나무,이순원,2학년,초등학교,,,,
960,빨강 머리 토리,채정택,2학년,초등학교,,,,
961,위험한 책,존 라이트,2학년,초등학교,,,,
962,나비박사 석주명의 포충망,김경민,2학년,초등학교,,,,
963,축구왕 차공만,성완,2학년,초등학교,,,,
964,원하는대로 마음껏 상상해봐,노지 크로우,2학년,초등학교,,,,
965,우리에게 희망을 보여 주세요,서지원,2학년,초등학교,,,,
966,마법같은 선물이야,황선미,2학년,초등학교,,,,
967,보름달 뜨는 밤에,키무라 유이치,2학년,초등학교,,,,
968,위험한 여행,토베 얀손,2학년,초등학교,,,,
969,그 다음에 무슨 일이 있었을까요?,토베 얀손,2학년,초등학교,,,,
970,새우눈 가족,박현숙,2학년,초등학교,,,,
971,우리 동네 슈퍼맨,허은실,2학년,초등학교,,,,
972,배운다는 건 뭘까?,채인선,2학년,초등학교,,,,
973,돼지도 누릴 권리가 있어,백은영,2학년,초등학교,,,,
974,부엉이 곳간에 우리말 잔치 열렸네,이미애,2학년,초등학교,,,,
975,아낌없이 주는 나무,셸 실버스타인,2학년,초등학교,,,,
976,아홉 살 마음사전,박성우,2학년,초등학교,,,,
977,내가 조금 불편하면 세상은 초록이 돼요,김소희,2학년,초등학교,,,,
978,아빠가 들려주는 숭례문 이야기,이용재,2학년,초등학교,,,,
979,세상을 바꾼 아이,앤디 앤드루스,2학년,초등학교,,,,
980,쓰레기에서 레를 빼면 쓰기,신형경,2학년,초등학교,,,,
981,신사임당의 쟁반,최은영,2학년,초등학교,,,,
982,주먹이랑 주먹이,이소 미유키,2학년,초등학교,,,,
983,가족의 가족을 뭐라고 부르지?,채인선,2학년,초등학교,,,,
984,2학년이 만나는 과학,강용숙,2학년,초등학교,,,,
985,7년 동안의 잠,박완서,2학년,초등학교,,,,
986,개구리네 한솥밥,백석,2학년,초등학교,,,,
987,고래는 왜 바다로 갔을까,과학아이,2학년,초등학교,,,,
988,고양이와 통한 날,이안,2학년,초등학교,,,,
989,그림 그리는 아이 김홍도,정하섭,2학년,초등학교,,,,
990,기분을 말해 봐요,디디에 레비,2학년,초등학교,,,,
991,까막 나라에서 온 삽사리,정승각,2학년,초등학교,,,,
992,까치와 소담이의 수수께끼놀이,김성은,2학년,초등학교,,,,
993,꺼벙이 억수,유수천,2학년,초등학교,,,,
994,나는 나의 주인,채인선,2학년,초등학교,,,,
995,내 꿈은 방울토마토 엄마,허윤,2학년,초등학교,,,,
996,내가 도와 줄께,테니 오닐,2학년,초등학교,,,,
997,달을 마셨어요,김옥,2학년,초등학교,,,,
998,당나귀 실베스터와 요술 조약돌,윌리엄 스타이그,2학년,초등학교,,,,
999,도서관에 간 사자,미셀 누드슨,2학년,초등학교,,,,
1000,빈화분,데미,2학년,초등학교,,,,
1001,설문대할망,송재찬,2학년,초등학교,,,,
1002,십장생을 찾아서,최향랑,2학년,초등학교,,,,
1003,아주 무서운 날,탕무니우,2학년,초등학교,,,,
1004,욕심쟁이 딸기 아저씨,김유경,2학년,초등학교,,,,
1005,시간을 재는 눈금 시계,김향금,2학년,초등학교,,,,
1006,의좋은 형제,이현주,2학년,초등학교,,,,
1007,이모의 결혼식,선현경,2학년,초등학교,,,,
1008,임금님의 집 창덕궁,최재숙,2학년,초등학교,,,,
1009,작은 집 이야기,버지니아 버튼,2학년,초등학교,,,,
1010,절대로 실수하지 않는 아이,마크 펫,2학년,초등학교,,,,
1011,짧은 동화 긴 생각 1,이규경,2학년,초등학교,,,,
1012,치과 의사 드소토 선생님,윌리엄 스타이그,2학년,초등학교,,,,
1013,투발루에게 수영을 가르칠 걸 그랬어,유다정,2학년,초등학교,,,,
1014,피아노 치기는  지겨워,다비드 칼리,2학년,초등학교,,,,
1015,초대받은 아이들,황선미,3학년,초등학교,,,,
1016,"안중근, 하얼빈에 뜬 평화의 별",유순희,3학년,초등학교,,,,
1017,파스칼의 실수,플로랑스 세이보스,3학년,초등학교,,,,
1018,지구를 품은 착한 디자인,김대호,3학년,초등학교,,,,
1019,똥 싸는 도서관,김하늬,3학년,초등학교,,,,
1020,진정한 용기가 필요해,사라보세,3학년,초등학교,,,,
1021,프린들 주세요,앤드루 클레먼츠,3학년,초등학교,,,,
1022,고조선 건국신화,조현설,3학년,초등학교,,,,
1023,벌렁코 하영이,조성자,3학년,초등학교,,,,
1024,가방 들어주는 아이,고정욱,3학년,초등학교,,,,
1025,가짜 독서왕,김현태,3학년,초등학교,,,,
1026,분황사 우물에는 용이 산다,배유안,3학년,초등학교,,,,
1027,안네의 일기,안네프랑크,3학년,초등학교,,,,
1028,나의 아홉살 이야기,발레리 제나티,3학년,초등학교,,,,
1029,나보다 작은 형,임정진,3학년,초등학교,,,,
1030,"ceo 너구리, 은행장 부엉이, 그리고 족제비",하노,3학년,초등학교,,,,
1031,신통방통 분수,서지원,3학년,초등학교,,,,
1032,책귀신 세종대왕,이상배,3학년,초등학교,,,,
1033,방귀쟁이 며느리,신세정,3학년,초등학교,,,,
1034,우리 집 쓰레기통 좀 말려 줘,태미라,3학년,초등학교,,,,
1035,초등학생을 위한 탈무드 111가지,세상모든책 편집부,3학년,초등학교,,,,
1036,우리와 함께 살아가는 곤충 이야기,한영식,3학년,초등학교,,,,
1037,비밀의 화원,프랜시스 호즈슨,3학년,초등학교,,,,
1038,초등학생을 위한 인물 사전,돋움자리,3학년,초등학교,,,,
1039,신나게 자유롭게 뻥,황선미,3학년,초등학교,,,,
1040,참 좋은 짝,손동연,3학년,초등학교,,,,
1041,우리아이 창의력을 키워주는 신기한 로봇 백과,김수경,3학년,초등학교,,,,
1042,말로 때리면 안돼,김대조,3학년,초등학교,,,,
1043,너도나도 숟갈 들고 어서 오너라,양재홍,3학년,초등학교,,,,
1044,발레하는 할아버지,신원미,3학년,초등학교,,,,
1045,거인 부벨라와 지렁이 친구,지혜연,3학년,초등학교,,,,
1046,속담 하나 이야기 하나,임덕연,3학년,초등학교,,,,
1047,그림 도둑 준모,오승희,3학년,초등학교,,,,
1048,꼴찌라도 괜찮아,유계영,3학년,초등학교,,,,
1049,내 이름은 제인 구달,지네트 윈터,3학년,초등학교,,,,
1050,도토리 신랑,서정오,3학년,초등학교,,,,
1051,돼지책,앤서니 브라운,3학년,초등학교,,,,
1052,리디아의 정원,사라 스튜어트,3학년,초등학교,,,,
1053,만복이네 떡집,김리리,3학년,초등학교,,,,
1054,명절 속에 숨은 우리 과학,오주영,3학년,초등학교,,,,
1055,져야 이기는 내기,조지 섀넌,3학년,초등학교,,,,
1056,집요한 과학씨 청소부 곰팡이와 여행하다,유재일,3학년,초등학교,,,,
1057,짜장 짬뽕 탕수육,김영주,3학년,초등학교,,,,
1058,퐁퐁이와 툴툴이,조성자,3학년,초등학교,,,,
1059,프레드릭,레오 리오니,3학년,초등학교,,,,
1060,플랑크톤의 비밀,김종문,3학년,초등학교,,,,
1061,학교에 간 사자,필리파 피어스,3학년,초등학교,,,,
1062,행복한 비밀 하나,박성배,3학년,초등학교,,,,
1063,허풍이의 사서삼경,신문수,3학년,초등학교,,,,
1064,화요일의 두꺼비,러셀 에릭슨,3학년,초등학교,,,,
1065,아름다운가치사전,채인선,3학년,초등학교,,,,
1066,음악은 어디에서 오는걸까요?,도미틸 드 비에나,3학년,초등학교,,,,
1067,아씨방 일곱동무,이영경,3학년,초등학교,,,,
1068,"어흥, 호랑이가 달린다",김향금,3학년,초등학교,,,,
1069,식물이 좋아지는 식물책,김진옥,3학년,초등학교,,,,
1070,빨강 연필,신수현,4학년,초등학교,,,,
1071,으랏차차 뚱보클럽,전현정,4학년,초등학교,,,,
1072,영모가 사라졌다,공지희,4학년,초등학교,,,,
1073,말안하기 게임,앤드류 클레먼츠,4학년,초등학교,,,,
1074,슬플 땐 매운떡볶이,강정연,4학년,초등학교,,,,
1075,건방진 도도군,강정연,4학년,초등학교,,,,
1076,나는 뻐꾸기다,김혜연,4학년,초등학교,,,,
1077,수학대소동,코라리,4학년,초등학교,,,,
1078,너 정말 우리말 아니?,이어령,4학년,초등학교,,,,
1079,알고보니 내 생활이 다 과학,"김해보,정원선",4학년,초등학교,,,,
1080,나는야 늙은 5학년,조경숙,4학년,초등학교,,,,
1081,코끼리 아줌마의 햇살 도서관,김혜연,4학년,초등학교,,,,
1082,너는 닥스선생님이 싫으냐,하이타니 겐지로,4학년,초등학교,,,,
1083,내 생각은 누가해줘?,임사라,4학년,초등학교,,,,
1084,비굴이 아니라 굴비옵니다,김은의,4학년,초등학교,,,,
1085,위풍당당 질리홉킨스,캐서린 패터슨,4학년,초등학교,,,,
1086,외톨이 동물원,하이타니 겐지로,4학년,초등학교,,,,
1087,열 살에 꼭 알아야 할 한국사,김영호,4학년,초등학교,,,,
1088,만길이의 봄,조경숙,4학년,초등학교,,,,
1089,내 이름은 데셰,요커 판 레이우엔,4학년,초등학교,,,,
1090,바니의 유령,마거릿 마이,4학년,초등학교,,,,
1091,지붕이 들려주는 건축이야기,남궁담,4학년,초등학교,,,,
1092,잘못 뽑은 반장,이은재,4학년,초등학교,,,,
1093,신기루 도시의 정치를 구하라,황근기,4학년,초등학교,,,,
1094,감정사용법51: 토닥토닥 내마음,노여심,4학년,초등학교,,,,
1095,스마트폰 말고 스케이트 보드,송아주,4학년,초등학교,,,,
1096,벽속의 아이들,원명희,4학년,초등학교,,,,
1097,제이크의 뼈 박물관,제이크 맥고완-로,4학년,초등학교,,,,
1098,"굿모닝, 굿모닝?",한정영,4학년,초등학교,,,,
1099,가을이네 장 담그기,이규희,4학년,초등학교,,,,
1100,경제의 핏줄 화폐,김성호,4학년,초등학교,,,,
1101,고래를 그리는 아이,윤수천,4학년,초등학교,,,,
1102,고양이야 미안해,원유순,4학년,초등학교,,,,
1103,나는 통일이 좋아요,정혁,4학년,초등학교,,,,
1104,나라의 자랑 국보 이야기,우리누리,4학년,초등학교,,,,
1105,나무를 심은 사람,장 지오노,4학년,초등학교,,,,
1106,놀면서 배우는 세계축제 1,유경숙,4학년,초등학교,,,,
1107,돌아온 진돗개 백구,송재찬,4학년,초등학교,,,,
1108,루이 브라이,마가렛 데이비슨,4학년,초등학교,,,,
1109,마법의 설탕 두 조각,미하엘 엔데,4학년,초등학교,,,,
1110,마지막 거인,프랑수아 플라스,4학년,초등학교,,,,
1111,모네의 정원에서,크리스티나 비외르크,4학년,초등학교,,,,
1112,"미래 직업, 어디까지 아니?",박영숙,4학년,초등학교,,,,
1113,밤티마을 큰돌이네 집,이금이,4학년,초등학교,,,,
1114,부자 나라의 부자 아이 가난한 나라의 가난한 아이,장수하늘소,4학년,초등학교,,,,
1115,"생명, 알면 사랑하게 되지요",최재천,4학년,초등학교,,,,
1116,무지개 도시를 만드는 초록 슈퍼맨,김영숙,4학년,초등학교,,,,
1117,세상을 바꾼 위대한 책벌레들,김문태,4학년,초등학교,,,,
1118,숨은 쥐를 잡아라,보물섬 편집부,4학년,초등학교,,,,
1119,시튼 동물기,어니스트 톰슨 시튼,4학년,초등학교,,,,
1120,아름다운 꼴찌,이철환,4학년,초등학교,,,,
1121,우리는 한편이야,정영애,4학년,초등학교,,,,
1122,자유가 뭐예요?,오스카 브르니피에,4학년,초등학교,,,,
1123,조금만 조금만 더,존 레이놀즈,4학년,초등학교,,,,
1124,지구가 100명의 마을이라면,데이비드 스미스,4학년,초등학교,,,,
1125,쩌우까우 이야기,김기태,4학년,초등학교,,,,
1126,책귀신 세종대왕,이상배,4학년,초등학교,,,,
1127,칠판 앞에 나가기 싫어,다니엘 포세트,4학년,초등학교,,,,
1128,톰 아저씨의 오두막집,해리엣 비처 스토,4학년,초등학교,,,,
1129,공부가 되는 셰익스피어 4대 비극,윌리엄 셰익스피어,5학년,초등학교,,,,
1130,위대한 영혼 간디,이옥순,5학년,초등학교,,,,
1131,거상 김만덕,민병덕,5학년,초등학교,,,,
1132,지구마을 어린이 리포트,김현숙,5학년,초등학교,,,,
1133,고전을 펼치고 지구본을 돌려라.,강응천,5학년,초등학교,,,,
1134,공자 아저씨네 빵가게,김선희,5학년,초등학교,,,,
1135,우리도 가족입니다,지영,5학년,초등학교,,,,
1136,우물파는 아이들,린다 수 박,5학년,초등학교,,,,
1137,소크라테스 아저씨네 축구단,김하은,5학년,초등학교,,,,
1138,안중근이 들려주는 애국,배정진,5학년,초등학교,,,,
1139,노빈손 사기,박은철,5학년,초등학교,,,,
1140,다문화 이웃이 직접 들려 주는 다문화 전래동화,경인교대,5학년,초등학교,,,,
1141,다자구야 들자구야 할머니,김향이,5학년,초등학교,,,,
1142,내이름은 직지,이규희,5학년,초등학교,,,,
1143,둥글둥글 지구촌 종교 이야기,크리스티네,5학년,초등학교,,,,
1144,마틸다,로알드 달,5학년,초등학교,,,,
1145,모랫말 아이들,황석영,5학년,초등학교,,,,
1146,어린이를 위한 시크릿,"윤태익,김현태",5학년,초등학교,,,,
1147,어린이가 지구를 살리는 50가지 방법,어스웍스,5학년,초등학교,,,,
1148,경제를 배우는 14가지 돈의 비밀,신현배,5학년,초등학교,,,,
1149,미오 나의 미오,아스트리드 린드그,5학년,초등학교,,,,
1150,바닷가 아이들,권정생,5학년,초등학교,,,,
1151,우리 역사를 품은 8가지 그림 이야기,김종란,5학년,초등학교,,,,
1152,내 꿈은 누가 정해요,김효,5학년,초등학교,,,,
1153,세계을 움직이는 국제기구,박동석,5학년,초등학교,,,,
1154,역사 속 우리 법 이야기,홍경의,5학년,초등학교,,,,
1155,어린이를 위한 걸리버 여행기,조나단 스위프트,5학년,초등학교,,,,
1156,근데 너 왜 울어,편찬위원회,5학년,초등학교,,,,
1157,어린이를 위한 양성평등이야기,이해진,5학년,초등학교,,,,
1158,어린이를 위한 오래된 미래,헬레나 노르베리,5학년,초등학교,,,,
1159,길모퉁이 행운 돼지,김종렬,5학년,초등학교,,,,
1160,갈매기에게 나는 법을 가르쳐준 고양이,루이스 세뿔베다,5학년,초등학교,,,,
1161,꽃들에게 희망을,트리나 폴러스,5학년,초등학교,,,,
1162,나쁜 초콜릿,샐리 그린들리,5학년,초등학교,,,,
1163,나와 조금 다를 뿐이야,이금이,5학년,초등학교,,,,
1164,마당을 나온 암탉,황선미,5학년,초등학교,,,,
1165,마지막 왕자,강숙인,5학년,초등학교,,,,
1166,목민심서,이성률,5학년,초등학교,,,,
1167,받은 편지함,남찬숙,5학년,초등학교,,,,
1168,별똥별 아줌마가 들려 주는 우주 이야기,이지유,5학년,초등학교,,,,
1169,사라 버스를 타다,윌리엄 밀러,5학년,초등학교,,,,
1170,샬롯의 거미줄,엘윈 브룩스,5학년,초등학교,,,,
1171,세상을 잘 알게 도와주는 기행문,김해원,5학년,초등학교,,,,
1172,심청전: 효의 길을 묻다,이민아,5학년,초등학교,,,,
1173,아름다운 부자 이야기,신현배,5학년,초등학교,,,,
1174,아주 특별한 우리형,고정욱,5학년,초등학교,,,,
1175,어린이를 위한 바보 빅터,호아킴 데 포사다,5학년,초등학교,,,,
1176,어린이를 위한 신도 버린 사람들,나렌드라 자다브,5학년,초등학교,,,,
1177,엄마는 파업중,김희숙,5학년,초등학교,,,,
1178,이 세상에 태어나길 참 잘했다,박완서,5학년,초등학교,,,,
1179,조선에서 가장 재미난 이야기꾼,김기정,5학년,초등학교,,,,
1180,존아저씨의 꿈의 목록,존 고다드,5학년,초등학교,,,,
1181,좋아? 나빠? 인터넷과 스마트폰,이안,5학년,초등학교,,,,
1182,주머니쥐 할아버지가 들려주는 지혜로운 고양이 이야기,T.S 엘리어트,5학년,초등학교,,,,
1183,창가의 토토,쿠로나야기,5학년,초등학교,,,,
1184,책과 노니는 집,이영서,5학년,초등학교,,,,
1185,클로디아의 비밀,코닉스버그,5학년,초등학교,,,,
1186,하늘을 나는 교실,에리히 캐스트너,5학년,초등학교,,,,
1187,한국의 김치 이야기,이영란,5학년,초등학교,,,,
1188,어린이를 위한 오래된 미래,헬레나 노르베리호지,5학년,초등학교,,,,
1189,세상을 뒤흔든 31인의 바보들,장베르나르푸이,5학년,초등학교,,,,
1190,문학으로 배우는 세계사,심중수,5학년,초등학교,,,,
1191,세상을 바꾼 도전,최은영,5학년,초등학교,,,,
1192,앵그리맨,그로 달레,6학년,초등학교,,,,
1193,엄마의 법칙,김륭,6학년,초등학교,,,,
1194,"주인공이 무어, 따로 있나",서정홍,6학년,초등학교,,,,
1195,개고생,이창숙,6학년,초등학교,,,,
1196,나는 인도 김씨 김수로,윤혜숙,6학년,초등학교,,,,
1197,내 몸무게가 어때서?,이토 미쿠,6학년,초등학교,,,,
1198,봄이 오면 가께,기시모토신이치,6학년,초등학교,,,,
1199,광고의 비밀,김현주,6학년,초등학교,,,,
1200,괭이부리말 아이들 2.,김중미,6학년,초등학교,,,,
1201,초정리편지,배유안,6학년,초등학교,,,,
1202,"단원김홍도, 조선의 멋을 그리다",최석조,6학년,초등학교,,,,
1203,봉홧불을 올려라,서성자,6학년,초등학교,,,,
1204,블랙 아웃,박효미,6학년,초등학교,,,,
1205,사이렌,전성현,6학년,초등학교,,,,
1206,노잣돈 갚기 프로젝트,김진희,6학년,초등학교,,,,
1207,"샤오뿌, 어디 가니",쑨여우쥔,6학년,초등학교,,,,
1208,세상에서 가장 아름다운,캐롤 린치 윌리암스,6학년,초등학교,,,,
1209,10대와 통하는 요리 인류사,권은중,6학년,초등학교,,,,
